id,action,purpose,why,contact,url,agency,labeler
92109f493c14,Contact agency,discuss,Not parkland; property jurisdiction requires discussion with DPR.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
9223da434071,Contact elected officials,advocacy,DOT will apply for federal Transportation Enhancement Program funding; depends on federal/state funds.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9240fe9334cc,Track with agency,status,"DOT's work will be completed via already-funded project HWK614D, now under construction.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9241f06308df,Contact elected officials,funding,NYPL project is in front-end planning with DDC; funding availability is uncertain.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9243538c982d,Track with agency,status,DOT has plans for in-house rehabilitation of this.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9244808534e4,Contact agency,clarify,HPD needs more information from the board before deciding on funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
924a7b5506ae,Track with agency,status,DOE project was funded previously; preliminary design contract has been issued.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
924ff1961ba3,No follow-up needed,none,OMB confirms funding for this library expense program was restored.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
925331a78061,Track with agency,status,NYPD already prioritizes CIT training; it's evaluated on an ongoing basis.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92533ce63930,Contact agency,reconsider,OMB says the agency hasn't submitted a funding proposal for this project.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
9253ac8eb08d,Track with agency,status,Parks regularly evaluates this park's needs; has appointed an Administrator to lead efforts.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9264f3ab4ff5,No follow-up needed,none,DCP says this was accommodated by an external entity and already funded.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
926fbf1e8ef6,Contact agency,discuss,NYPD is filling vacancies toward its budgeted headcount; OMB says contact agency for more information.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9272bfe34215,Contact agency,clarify,Agency and OMB both say more information is needed from the board.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92746e4d61b6,Track with agency,status,DOE has identified school seat need here; location depends on site and funding availability.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9278076041c5,Contact agency,clarify,OMB says the agency needs additional information from the board to proceed.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
928018fb234f,Track with agency,status,This area is under multi-agency capital review for flooding and state-of-good-repair.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92814edbd6f9,Contact agency,discuss,DOHMH looks forward to discussing rodent mitigation partnership opportunities.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9281cceeae34,Contact elected officials,funding,"Parks says a $150,000 allocation would fund about 100 tree guards near 125th Street.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
929b68b69e5a,Contact elected officials,funding,DOE is unable to prioritize funding for this project at this time.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92b4eb05781c,Track with agency,status,DOT will continue addressing this via existing resources like Prior Notice Sidewalk contracts.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92bf9463ea5e,Contact elected officials,funding,Parks' seasonal hiring is funding-constrained; no staffing increase anticipated for 2026.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92d33b765469,Contact agency,redirect,HRA maintains DV programs; defers additional supports to ENDGBV.,,,Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
92d7cf4561b4,Contact elected officials,funding,NYPD staffing depends on Preliminary/Executive budget decisions and Academy graduation timing.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92d9577258f1,Track with agency,status,Borough President proposed FY25 funding for this via Section 211 funds.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92e50f0c12e4,Track with agency,status,HRA has allocated budget funds for homelessness prevention services.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92e7c15267da,Contact elected officials,funding,Parks lacks capital funding; recommends board advocate with elected officials for a dog run.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92eb903b9714,Track with agency,status,Project was funded in a prior fiscal year; the construction contract has been let.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92f6cb3287d5,Track with agency,status,HPD increased inspector headcount recently and will accommodate within existing resources.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
92f70e8e7f8d,Contact agency,clarify,Agency needs more information from the board before deciding on funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
930f192125ae,Contact elected officials,advocacy,NYC Aging will seek additional funding from the State for this service.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93153a8d79ed,Track with agency,status,NYCHA will continue using its TSAP system to notify public housing applicants.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9317b8a236c5,No follow-up needed,none,DOE says all public schools already have defibrillators installed with trained staff.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9322369a3a1b,Contact agency,reconsider,DOT says only it will continue to address issues using existing resources.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
93319e3ac0d0,Contact elected officials,funding,Additional NYPD resources are unavailable due to funding constraints at this time.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93359fc22990,Contact elected officials,funding,NYPL's 6-day service is funded; needs continued advocacy support to maintain it.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9336952c6af7,Contact elected officials,funding,NYPD staffing depends on budget process decisions; fiscal constraints make funds uncertain.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93417d535ea0,Contact elected officials,funding,"Tree guards need $50K+ capital allocation, or can be purchased via the Tree Time affiliate.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93492ba93a94,No follow-up needed,none,HPD says this is completed; will keep funding affordable housing from its pipeline.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9350958fca02,Track with agency,status,HPD will accommodate this issue within existing resources.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9354a0380d30,Contact elected officials,funding,NYPD works with OMB to fund fleet replacement; expanding the fleet needs supplemental funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
935e028f4ab1,Use 311 or another channel,channel,Individual tree pruning safety issues go through 311 or NYC Tree Map.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
93680a5c5737,Contact agency,discuss,"Power Playground's play area lacks funding, but $7.065M funds other improvements nearby.",,https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/10088,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
936f45a4a018,Contact agency,discuss,Contact Transit Authority directly for status updates on this request.,"Transit Authority, 646-252-2660",,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
9379ba6f8429,Track with agency,status,HRA is hiring new staff to process SNAP and Cash Assistance applications.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
938251b6f0c5,Track with agency,status,DFTA will look into why the current menu isn't satisfying older adults.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
938a02734b3e,Contact elected officials,funding,Funded by NYC Council's Clean-Up Initiative/Discretionary funds; contact your council members.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
939894d189dc,Contact elected officials,funding,DOE responded previously; funds now uncertain due to fiscal constraints.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
93b8887608a3,Track with agency,status,NYPD will ask OMB to let DCAS survey available properties for this.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93cce0f09a7f,Contact elected officials,funding,"Parks has no capital funding; cannot be funded in FY26, resubmit later.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93e6e5e27008,Contact agency,clarify,EDC needs additional detail from the board before it can make a recommendation.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93ec56a74a09,Contact elected officials,funding,"OMB recommends bringing this to elected officials, despite CDF's existing grant process.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93ef78faf0c4,Contact elected officials,funding,Parks needs funding for public restroom building renovation.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93f44b79ad5a,Track with agency,status,Parks will cut back shrubbery at Raymond Bush Playground using existing resources.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
93fb4a7f5738,Track with agency,status,NYPD will ask OMB to let DCAS survey available properties for this.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
940154522462,Track with agency,status,DOT continues working with TLC and NYPD to support legal supplemental van transit.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9401e0895403,Contact agency,discuss,Executive Budget funds this citywide; agency decides the specific locations.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
940f2222d237,Contact agency,clarify,Agency asks board to identify a specific building for lead investigation.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
942c5ba85bb9,Track with agency,status,Playground reconstruction is funded; Parks awaiting DEP permit approval.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9438dfa8e19c,No follow-up needed,none,Drainage repaving already completed at the site.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
9466205314dc,Use 311 or another channel,channel,SBS offers technical assistance; more information at nyc.gov/SBS.,,nyc.gov/SBS,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
946af1e6cc18,Contact agency,clarify,Agency doesn't understand the request; needs more clarification and conversation.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94824d68d476,Track with agency,status,DOT is installing additional lighting per its own standards.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
948294672d8e,Track with agency,status,Parks applied for a federal grant to fund the comfort station.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
948731d56417,Contact agency,study,OMB says further agency study needed; no funding position taken.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
949edc73a431,Track with agency,status,DCP is amending its priority system for the FY27 cycle.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94b5d7a131b9,Contact agency,discuss,OMB instructs board to contact the agency for more information.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94c10c0f30c8,Contact elected officials,funding,DOT recommends elected officials for locations outside the capital plan.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94c4dfff12a8,Track with agency,status,Funds already allocated for homelessness prevention services; ongoing program.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94cdea508136,Use 311 or another channel,channel,SBS offers FastTrac business education and webinars; call SBS Hotline.,"SBS Hotline, 888-SBS-4NYC",,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
94d93d0ba4e2,Contact agency,discuss,DOT handles this outside budget process; report bike lane issues to MBCO.,Manhattan Borough Commissioner's Office (MBCO),,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
94e3a524febd,Contact agency,study,OMB calls for further agency study on this program request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
94f3f78ca37d,Contact agency,study,NYCHA will study feasibility with partners and provide a cost estimate.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
